"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01026099999","2021-05-08T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","31","","","+0.04","7","92","","29.58","29.16","","30","275","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","32","0.00","","+0.04","7","92","","29.57","29.15","","31","139","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","32","0.01","","+0.04","7","92","BKN:05 7","29.56","29.14","6.21","31","212","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","32","0.02","","+0.03","7","94","","29.55","29.13","","31","253","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","32","0.02","","+0.03","7","91","","29.54","29.12","","31","208","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","33","0.01","||SHSN","+0.02","7","87","BKN:06 10","29.54","29.12","15.53","32","199","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","36","0.01","","+0.01","7","77","","29.53","29.12","","33","222","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","37","0.01","||SHSN","+0.01","7","74","SCT:04 10","29.53","29.12","12.43","34","226","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","37","0.00","","","","76","","29.53","29.12","","34","183","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","38","","","-0.00","2","72","","29.53","29.12","","34","195","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","38","0.00","||SHRASN","-0.01","2","76","SCT:04 20","29.54","29.12","34.18","35","284","13","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","37","0.01","","-0.01","2","83","","29.54","29.13","","35","296","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","37","0.01","","-0.01","2","79","","29.54","29.13","","35","281","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","37","","","-0.01","2","78","BKN:06 10","29.55","29.14","7.46","35","209","13","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","37","","","-0.01","2","80","","29.56","29.14","","35","208","17","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","36","","","-0.02","2","81","","29.56","29.15","","34","199","17","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T19:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","37","","","-0.01","2","75","BKN:05 10","29.56","29.15","15.53","34","210","20","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T20:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","37","","","-0.01","2","73","","29.57","29.15","","34","222","21","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","36","","","-0.01","2","74","","29.57","29.15","","33","219","21","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","36","","","-0.01","2","81","BKN:06 10","29.57","29.15","9.32","34","198","26","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-08T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","35","","","-0.01","2","84","","29.58","29.16","","33","210","25","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","35","","","-0.01","2","84","","29.58","29.16","","33","195","21","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","34","","","-0.01","0","88","BKN:06 7","29.57","29.16","9.32","33","192","23","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","34","0.00","","0.00","4","91","","29.58","29.16","","33","191","27","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","34","0.01","","-0.01","3","92","","29.59","29.17","","33","200","24","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","33","0.00","||SHSN","-0.01","2","94","BKN:06 7","29.59","29.17","6.21","33","198","23","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","34","0.00","","-0.01","2","91","","29.59","29.17","","33","192","23","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","33","0.06","","-0.01","3","94","","29.60","29.18","","33","196","20","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","35","0.02","||SHRA","-0.01","2","91","BKN:06 10","29.60","29.18","15.53","34","198","17","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","39","","","-0.01","2","78","","29.61","29.19","","36","184","17","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","39","","","-0.01","0","76","FEW:02 10","29.61","29.20","46.60","36","201","17","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","38","0.00","","-0.01","2","80","","29.62","29.20","","36","198","17","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","41","","","-0.01","2","67","","29.62","29.21","","37","195","17","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","40","","","-0.01","2","70","SCT:04 20","29.62","29.21","40.39","36","214","21","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","40","","","-0.01","2","66","","29.63","29.21","","36","216","21","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","38","","","-0.02","2","82","","29.64","29.22","","36","230","19","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","38","","||SHRA","-0.02","2","83","BKN:06 10","29.65","29.23","24.85","36","225","16","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","38","","","-0.02","2","82","","29.65","29.23","","36","218","19","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","36","","","-0.02","3","88","","29.66","29.25","","35","228","19","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T19:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","36","0.00","||SHRASN","-0.02","2","89","SCT:04 10","29.67","29.25","24.85","35","203","16","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T20:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","36","","","-0.02","1","89","","29.67","29.25","","35","193","18","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","36","","","-0.01","2","87","","29.67","29.25","","34","214","19","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","0.00","||SHRA","-0.02","3","88","BKN:06 10","29.69","29.27","18.64","34","220","23","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-09T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","0.04","","-0.02","3","89","","29.69","29.27","","34","218","21","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","34","0.00","","-0.03","1","91","","29.70","29.28","","33","244","14","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","","","-0.01","2","89","OVC:08 10","29.70","29.28","18.64","34","211","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","35","","","-0.02","2","91","","29.71","29.29","","34","210","23","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","","","-0.02","2","89","","29.72","29.30","","34","198","19","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","36","","","-0.01","2","85","BKN:06 10","29.71","29.30","15.53","34","209","16","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","36","","","-0.02","2","81","","29.72","29.31","","34","221","19","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","36","0.00","","-0.02","3","86","","29.74","29.32","","34","236","20","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","38","0.00","","-0.03","2","80","BKN:06 20","29.75","29.33","31.07","36","193","15","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T08:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","40","","","-0.03","2","69","","29.75","29.34","","36","209","20","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","40","","","-0.03","2","67","","29.76","29.35","","36","217","16","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","42","","","-0.03","2","64","SCT:04 20","29.77","29.36","43.50","37","229","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","43","","","-0.02","2","58","","29.78","29.36","","37","214","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","27","45","","","-0.03","2","51","","29.79","29.38","","38","256","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","27","45","","","-0.03","2","50","","29.81","29.40","","38","300","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","45","","","-0.03","2","55","","29.82","29.41","","38","304","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","44","","","-0.03","2","56","SCT:03 20","29.83","29.42","43.50","38","302","11","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","45","","","-0.04","2","55","","29.85","29.43","","38","303","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-05-10T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","44","","","-0.04","2","57","","29.86","29.45","","38","350","11","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
